order_id,week,comment
GC-106417,2,Overpriced compared to just buying groceries myself.
GC-110648,1,Going through some personal stuff right now and need to step back for now. Loved the meals. Looking forward to returning.
GC-108079,8,no
GC-110483,4,"Too many ingredients to prep, more work than it's worth."
GC-107283,4,Packaging waste was excessive and it's not worth the price.
GC-107705,2,The meals just weren't very tasty. Cancelling for good.
GC-111379,4,done
GC-110561,2,no
GC-113689,2,Found a cheaper service that I like better.
GC-112917,6,quit
GC-108216,1,Out of town for work for a while. Loved the variety and seasoning. I'll come back once I can.
GC-105298,3,Honestly just not impressed with the food quality.
GC-106713,2,Portions were small and the seasoning was bland. Disappointed.
GC-110152,1,Way too expensive for what you get. Not worth it.
GC-104144,1,Found a cheaper service that I like better.
GC-113542,7,"Too many ingredients to prep, more work than it's worth."
GC-110094,7,Overpriced compared to just buying groceries myself.
GC-106589,6,Honestly just not impressed with the food quality.
GC-113885,6,Honestly just not impressed with the food quality.
GC-102884,5,Found a cheaper service that I like better.
GC-114199,8,"Too many ingredients to prep, more work than it's worth."
GC-110606,7,Packaging waste was excessive and it's not worth the price.
GC-111714,3,"Too many ingredients to prep, more work than it's worth."
GC-101945,2,n/a
GC-108372,5,n/a
GC-107179,4,"Too many ingredients to prep, more work than it's worth."
GC-101294,7,Moving to a new city next month and not sure about delivery there. The food was delicious. I'll come back once I can.
GC-110243,4,"The food quality is great, just need to cut back on spending until my finances recover."
GC-103711,8,The meals just weren't very tasty. Cancelling for good.
GC-113087,8,Found a cheaper service that I like better.
GC-104057,2,Honestly just not impressed with the food quality.
GC-111873,2,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-111677,6,Found a cheaper service that I like better.
GC-112526,7,Way too expensive for what you get. Not worth it.
GC-109467,4,Found a cheaper service that I like better.
GC-100409,2,Way too expensive for what you get. Not worth it.
GC-107544,1,Found a cheaper service that I like better.
GC-108581,6,"Too many ingredients to prep, more work than it's worth."
GC-105087,8,Overpriced compared to just buying groceries myself.
GC-112556,5,"The food quality is great, just need to cut back on spending until my finances recover."
GC-108967,8,Packaging waste was excessive and it's not worth the price.
GC-113803,4,Overpriced compared to just buying groceries myself.
GC-101353,2,Packaging waste was excessive and it's not worth the price.
GC-110775,8,no
GC-107818,3,Portions were small and the seasoning was bland. Disappointed.
GC-110041,2,Way too expensive for what you get. Not worth it.
GC-101834,3,The meals just weren't very tasty. Cancelling for good.
GC-100950,7,"Too many ingredients to prep, more work than it's worth."
GC-113797,6,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. Looking forward to returning."
GC-108831,8,Portions were small and the seasoning was bland. Disappointed.
GC-102226,3,The meals just weren't very tasty. Cancelling for good.
GC-112734,7,The recipes got really repetitive and boring after a while.
GC-112227,4,Honestly just not impressed with the food quality.
GC-111482,3,Overpriced compared to just buying groceries myself.
GC-104789,6,Portions were small and the seasoning was bland. Disappointed.
GC-106548,5,Honestly just not impressed with the food quality.
GC-100903,8,Found a cheaper service that I like better.
GC-102299,4,done
GC-101148,5,Way too expensive for what you get. Not worth it.
GC-113648,1,Going through some personal stuff right now and need to step back for now. Loved the meals. I'll come back once I can.
GC-105366,7,Way too expensive for what you get. Not worth it.
GC-103183,8,-
GC-102170,3,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-101421,6,Portions were small and the seasoning was bland. Disappointed.
GC-110983,8,Quality went downhill and I'm done with it. Never again.
GC-112804,5,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-103914,3,Quality went downhill and I'm done with it. Never again.
GC-100829,6,"Too many ingredients to prep, more work than it's worth."
GC-113533,6,The meals just weren't very tasty. Cancelling for good.
GC-111133,6,Overpriced compared to just buying groceries myself.
GC-102572,5,Overpriced compared to just buying groceries myself.
GC-112822,7,The meals just weren't very tasty. Cancelling for good.
GC-107740,5,Quality went downhill and I'm done with it. Never again.
GC-100078,7,Overpriced compared to just buying groceries myself.
GC-114156,5,Found a cheaper service that I like better.
GC-111706,3,Portions were small and the seasoning was bland. Disappointed.
GC-112158,7,Portions were small and the seasoning was bland. Disappointed.
GC-110467,4,The recipes got really repetitive and boring after a while.
GC-103253,6,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-107115,4,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-109297,2,Overpriced compared to just buying groceries myself.
GC-108021,6,The meals just weren't very tasty. Cancelling for good.
GC-103534,7,Portions were small and the seasoning was bland. Disappointed.
GC-102641,2,Packaging waste was excessive and it's not worth the price.
GC-109214,7,Way too expensive for what you get. Not worth it.
GC-112437,6,Way too expensive for what you get. Not worth it.
GC-101707,4,Found a cheaper service that I like better.
GC-112314,3,quit
GC-111823,8,"Too many ingredients to prep, more work than it's worth."
GC-109124,5,"The food quality is great, just need to cut back on spending until my finances recover."
GC-103872,1,Portions were small and the seasoning was bland. Disappointed.
GC-112820,5,Overpriced compared to just buying groceries myself.
GC-108911,8,Portions were small and the seasoning was bland. Disappointed.
GC-109593,2,Health issue means I need a different diet temporarily. Wonderful food otherwise. I'll come back once I can.
GC-100730,3,Way too expensive for what you get. Not worth it.
GC-107435,4,Found a cheaper service that I like better.
GC-106080,1,Packaging waste was excessive and it's not worth the price.
GC-109943,8,no
GC-112953,2,Packaging waste was excessive and it's not worth the price.
GC-109640,1,Packaging waste was excessive and it's not worth the price.
GC-103509,6,"In the middle of a move to a new apartment. Great recipes, will miss them. Will resubscribe when things settle."
GC-102802,3,Honestly just not impressed with the food quality.
GC-112704,1,.
GC-102011,4,Overpriced compared to just buying groceries myself.
GC-102978,3,Found a cheaper service that I like better.
GC-109245,6,.
GC-112140,5,The recipes got really repetitive and boring after a while.
GC-113160,1,Going through some personal stuff right now and need to step back for now. Loved the meals.
GC-108982,7,The meals just weren't very tasty. Cancelling for good.
GC-111350,7,"My schedule got really hectic this semester, just too busy to keep up. Great variety though."
GC-110849,2,.
GC-106731,4,Way too expensive for what you get. Not worth it.
GC-103856,1,stop
GC-107165,6,Overpriced compared to just buying groceries myself.
GC-106397,6,The meals just weren't very tasty. Cancelling for good.
GC-104055,8,Way too expensive for what you get. Not worth it.
GC-111054,7,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-110264,1,Honestly just not impressed with the food quality.
GC-103108,5,Found a cheaper service that I like better.
GC-110548,5,Overpriced compared to just buying groceries myself.
GC-104069,6,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. Will resubscribe when things settle.
GC-108858,3,The meals just weren't very tasty. Cancelling for good.
GC-108151,8,Packaging waste was excessive and it's not worth the price.
GC-113264,1,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-108557,6,The meals just weren't very tasty. Cancelling for good.
GC-114229,6,Honestly just not impressed with the food quality.
GC-113468,5,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious.
